,R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR_pct,B_SIG_STR_pct,R_TOTAL_STR.,B_TOTAL_STR.,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_PASS,B_PASS,R_REV,B_REV,R_HEAD,B_HEAD,R_BODY,B_BODY,R_LEG,B_LEG,R_CLINCH,B_CLINCH,R_GROUND,B_GROUND,win_by,Format,Referee,date,location,Fight_type,Winner,Red_Fighter_Height,Red_Fighter_Weight,Red_Fighter_Reach,Red_Fighter_Stance,Blue_Fighter_Height,Blue_Fighter_Weight,Blue_Fighter_Reach,Blue_Fighter_Stance,Red_Fighter_Age,Blue_Fighter_Age,Blue_wins,Red_wins,Blue_losses,Red_losses,win_by_,Win_Model,R_fighter_,B_fighter_,Referee_,location_,Fight_type_,Format_,Winner_Code
2245,Patrick Cote,Stephen Thompson,0,1,0.43,0.47,0.44,0.49,0.0,0.0,0,0,0,0,0,0,0.17,0.42,0.31,0.56,0.8,1.0,0.86,0.89,0.0,0.44,Decision - Unanimous,3 Rnd (5-5-5),Jason Herzog,2014-09-27,"Las Vegas, Nevada, USA",Welterweight Bout,Stephen Thompson,180.34,77.11,180.34,2,182.88,77.11,190.5,2,34,31,4,7,1,8,3,1,973,1550,69,73,106,13,1124
2246,John Howard,Brian Ebersole,0,0,0.63,0.52,0.76,0.67,0.5,0.2,0,0,2,2,0,1,0.47,0.4,0.8,0.5,0.94,0.78,0.62,0.72,0.0,1.0,Decision - Split,3 Rnd (5-5-5),Chris Tognoni,2014-09-27,"Las Vegas, Nevada, USA",Welterweight Bout,Brian Ebersole,170.18,77.11,180.34,2,182.88,77.11,185.42,4,31,33,4,6,2,4,5,1,602,203,28,73,106,13,138
2247,Jon Tuck,Kevin Lee,0,0,0.37,0.47,0.54,0.53,0.0,0.44,2,0,0,3,0,0,0.22,0.4,0.77,0.81,1.0,0.0,0.5,0.7,0.6,0.67,Decision - Unanimous,3 Rnd (5-5-5),Jason Herzog,2014-09-27,"Las Vegas, Nevada, USA",Lightweight Bout,Kevin Lee,180.34,70.31,185.42,2,175.26,77.11,195.58,2,30,22,1,2,1,1,3,1,622,969,69,73,6,13,683
2248,Manvel Gamburyan,Cody Gibson,0,1,0.21,0.41,0.32,0.47,0.33,0.5,1,0,0,3,0,0,0.12,0.34,0.5,0.92,0.8,1.0,0.38,0.68,0.0,0.57,Submission,3 Rnd (5-5-5),Chris Tognoni,2014-09-27,"Las Vegas, Nevada, USA",Bantamweight Bout,Manvel Gamburyan,165.1,61.23,170.18,2,177.8,61.23,180.34,2,33,27,1,4,1,7,4,0,798,318,28,73,0,13,761
2249,Mark Hunt,Roy Nelson,1,0,0.35,0.33,0.35,0.33,0.0,0.16,0,0,0,1,0,0,0.33,0.3,0.6,0.67,1.0,0.67,0.67,0.0,0.0,0.0,KO/TKO,5 Rnd (5-5-5-5-5),Leon Roberts,2014-09-20,"Saitama, Japan",Heavyweight Bout,Mark Hunt,177.8,120.2,182.88,2,182.88,119.29,182.88,2,40,38,7,4,5,3,1,0,828,1442,109,123,4,15,789
2250,Myles Jury,Takanori Gomi,1,0,0.43,0.25,0.43,0.25,0.0,0.0,0,0,0,0,0,0,0.41,0.0,0.25,1.0,1.0,0.0,0.0,0.0,0.75,0.0,KO/TKO,3 Rnd (5-5-5),Steve Perceval,2014-09-20,"Saitama, Japan",Lightweight Bout,Myles Jury,177.8,65.77,185.42,2,170.18,70.31,177.8,4,25,35,4,5,4,0,1,0,918,1579,166,123,6,13,884
2251,Yoshihiro Akiyama,Amir Sadollah,0,0,0.47,0.41,0.57,0.51,0.4,0.0,0,0,3,0,0,0,0.45,0.31,1.0,0.8,0.0,0.74,0.0,0.75,0.53,0.56,Decision - Unanimous,3 Rnd (5-5-5),Wolf Menninger,2014-09-20,"Saitama, Japan",Welterweight Bout,Yoshihiro Akiyama,177.8,77.11,185.42,2,177.8,77.11,187.96,2,39,34,6,1,4,4,3,0,1297,83,188,123,106,13,1244
2252,Miesha Tate,Rin Nakai,0,0,0.47,0.34,0.59,0.6,0.25,0.15,0,0,0,2,0,0,0.38,0.25,0.75,0.38,0.8,1.0,0.76,0.43,0.5,0.0,Decision - Unanimous,3 Rnd (5-5-5),Jerin Valel,2014-09-20,"Saitama, Japan",Women's Bantamweight Bout,Miesha Tate,167.64,61.23,165.1,2,154.94,61.23,152.4,2,28,27,0,1,0,2,3,0,882,1388,73,123,107,13,847
2254,Kyoji Horiguchi,Jon Delos Reyes,0,0,0.72,0.52,0.79,0.6,0.0,0.0,0,0,1,0,0,0,0.65,0.25,1.0,1.0,0.0,1.0,0.65,0.78,0.82,0.0,KO/TKO,3 Rnd (5-5-5),Steve Perceval,2014-09-20,"Saitama, Japan",Flyweight Bout,Kyoji Horiguchi,165.1,56.7,167.64,2,167.64,56.7,170.18,2,23,27,0,2,1,0,1,0,742,846,166,123,3,13,703
2255,Alex Caceres,Masanori Kanehara,0,0,0.3,0.46,0.38,0.7,0.0,0.5,0,2,0,1,1,0,0.23,0.47,0.45,0.0,0.71,0.75,0.67,0.79,0.0,1.0,Decision - Unanimous,3 Rnd (5-5-5),Leon Roberts,2014-09-20,"Saitama, Japan",Bantamweight Bout,Masanori Kanehara,177.8,65.77,185.42,4,170.18,61.23,170.18,2,26,31,0,5,0,5,3,1,29,1121,109,123,0,13,801
2256,Katsunori Kikuno,Sam Sicilia,0,0,0.41,0.39,0.42,0.4,1.0,0.0,1,0,0,0,0,0,0.33,0.28,0.38,0.58,0.9,0.73,0.5,0.75,0.0,0.0,Submission,3 Rnd (5-5-5),Wolf Menninger,2014-09-20,"Saitama, Japan",Featherweight Bout,Katsunori Kikuno,172.72,65.77,167.64,2,172.72,65.77,170.18,2,32,28,3,1,3,1,4,0,696,1473,188,123,2,13,662
2257,Hyun Gyu Lim,Takenori Sato,1,0,0.76,0.33,0.83,0.5,0.0,0.0,0,0,0,0,0,0,0.77,0.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,KO/TKO,3 Rnd (5-5-5),Leon Roberts,2014-09-20,"Saitama, Japan",Welterweight Bout,Hyun Gyu Lim,190.5,77.11,195.58,2,177.8,77.11,180.34,4,29,29,0,2,1,1,1,0,478,1581,109,123,106,13,462
2258,Michinori Tanaka,Kyung Ho Kang,0,0,0.36,0.31,0.48,0.47,0.33,0.0,0,2,4,10,4,1,0.34,0.27,0.67,0.75,0.0,0.5,1.0,1.0,0.73,1.0,Decision - Split,3 Rnd (5-5-5),Jerin Valel,2014-09-20,"Saitama, Japan",Bantamweight Bout,Kyung Ho Kang,165.1,61.23,170.18,2,175.26,61.23,185.42,2,23,27,1,1,2,0,5,1,879,1000,73,123,0,13,704
2259,Kazuki Tokudome,Johnny Case,0,1,0.41,0.17,0.43,0.25,0.25,0.0,0,0,1,0,0,0,0.37,0.16,0.0,0.0,1.0,0.5,1.0,0.33,1.0,1.0,Submission,3 Rnd (5-5-5),Steve Perceval,2014-09-20,"Saitama, Japan",Lightweight Bout,Johnny Case,180.34,70.31,185.42,4,177.8,70.31,182.88,2,27,25,0,1,0,2,4,1,697,840,166,123,6,13,586
2260,Maximo Blanco,Dan Hooker,0,0,0.55,0.41,0.56,0.46,0.23,0.0,0,0,1,0,0,0,0.55,0.37,0.5,0.7,0.0,0.62,0.54,0.53,1.0,0.0,Decision - Unanimous,3 Rnd (5-5-5),Wolf Menninger,2014-09-20,"Saitama, Japan",Featherweight Bout,Maximo Blanco,172.72,65.77,180.34,2,182.88,70.31,190.5,3,30,24,1,2,0,3,3,0,863,367,188,123,2,13,826
2261,Antonio Silva,Andrei Arlovski,0,1,0.46,0.39,0.46,0.41,0.0,0.0,0,0,0,0,0,0,0.29,0.3,0.67,0.8,0.67,1.0,0.5,0.33,0.0,1.0,KO/TKO,5 Rnd (5-5-5-5-5),Jerin Valel,2014-09-13,"Brasilia, Distrito Federal, Brazil",Heavyweight Bout,Andrei Arlovski,193.04,119.75,203.2,2,190.5,108.86,195.58,2,34,35,11,2,4,3,1,1,93,94,73,26,4,15,67
2262,Gleison Tibau,Piotr Hallmann,0,0,0.4,0.46,0.46,0.58,0.45,0.0,0,0,0,0,0,0,0.36,0.23,0.44,0.61,1.0,0.68,0.71,0.57,0.0,0.0,Decision - Split,3 Rnd (5-5-5),Mario Yamasaki,2014-09-13,"Brasilia, Distrito Federal, Brazil",Lightweight Bout,Gleison Tibau,177.8,70.31,180.34,4,175.26,70.31,180.34,2,30,27,2,14,1,8,5,0,445,1324,121,26,6,13,429
2263,Leonardo Santos,Efrain Escudero,0,1,0.36,0.42,0.5,0.54,0.5,0.0,0,0,6,0,0,0,0.31,0.34,0.41,0.55,1.0,1.0,0.33,0.8,0.94,0.5,Decision - Unanimous,3 Rnd (5-5-5),Jerin Valel,2014-09-13,"Brasilia, Distrito Federal, Brazil",Lightweight Bout,Leonardo Santos,182.88,70.31,190.5,2,175.26,70.31,177.8,2,34,28,3,1,4,1,3,0,757,504,73,26,6,13,720
2264,Santiago Ponzinibbio,Wendell Oliveira,1,0,0.38,0.33,0.38,0.33,0.0,0.0,0,0,0,0,0,0,0.42,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,KO/TKO,3 Rnd (5-5-5),Mario Yamasaki,2014-09-13,"Brasilia, Distrito Federal, Brazil",Welterweight Bout,Santiago Ponzinibbio,182.88,77.11,185.42,2,177.8,77.11,182.88,2,27,31,0,0,0,1,1,0,1115,1705,121,26,106,13,1070
2265,Iuri Alcantara,Russell Doane,0,0,0.51,0.34,0.67,0.71,0.5,0.5,0,0,3,1,0,1,0.38,0.33,0.7,1.0,0.0,0.0,1.0,0.5,0.71,0.52,Decision - Unanimous,3 Rnd (5-5-5),Jerin Valel,2014-09-13,"Brasilia, Distrito Federal, Brazil",Bantamweight Bout,Iuri Alcantara,175.26,61.23,180.34,4,170.18,61.23,177.8,2,34,28,2,5,0,3,3,0,493,1449,73,26,0,13,479
2266,Jessica Andrade,Larissa Pacheco,0,0,0.79,0.46,0.85,0.61,1.0,0.0,2,0,6,0,0,0,0.74,0.42,1.0,1.0,0.0,0.0,0.0,1.0,0.9,0.5,Submission,3 Rnd (5-5-5),Fernando Yamasaki,2014-09-13,"Brasilia, Distrito Federal, Brazil",Women's Bantamweight Bout,Jessica Andrade,154.94,52.16,157.48,2,170.18,61.23,175.26,2,22,20,0,2,0,1,4,0,563,1004,49,26,107,13,542
2267,Godofredo Pepey,Dashon Johnson,0,0,0.4,0.63,0.43,0.73,0.0,0.5,2,0,0,0,1,0,0.44,0.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,Submission,3 Rnd (5-5-5),Mario Yamasaki,2014-09-13,"Brasilia, Distrito Federal, Brazil",Featherweight Bout,Godofredo Pepey,170.18,65.77,185.42,2,170.18,65.77,177.8,2,27,26,0,2,1,3,4,0,447,403,121,26,2,13,431
2268,Igor Araujo,George Sullivan,0,0,0.4,0.68,0.4,0.81,0.28,0.5,0,0,0,3,0,0,0.2,0.62,0.4,1.0,0.8,1.0,1.0,1.0,0.0,0.97,KO/TKO,3 Rnd (5-5-5),Fernando Yamasaki,2014-09-13,"Brasilia, Distrito Federal, Brazil",Welterweight Bout,George Sullivan,185.42,77.11,195.58,2,182.88,77.11,185.42,2,33,33,1,2,0,0,1,1,483,586,49,26,106,13,414
2269,Francisco Trinaldo,Leandro Silva,0,0,0.66,0.65,0.78,0.82,0.0,0.5,0,1,1,4,1,0,0.5,0.6,0.86,0.64,1.0,1.0,0.83,1.0,0.67,0.0,Decision - Unanimous,3 Rnd (5-5-5),Mario Yamasaki,2014-09-13,"Brasilia, Distrito Federal, Brazil",Lightweight Bout,Francisco Trinaldo,175.26,70.31,177.8,4,175.26,70.31,182.88,2,36,28,0,4,1,3,3,0,409,1013,121,26,6,13,389
2272,Jacare Souza,Gegard Mousasi,0,0,0.57,0.46,0.69,0.72,0.4,0.0,1,0,7,0,0,0,0.41,0.43,0.82,1.0,1.0,1.0,0.83,0.64,1.0,0.0,Submission,5 Rnd (5-5-5-5-5),Herb Dean,2014-09-05,"Ledyard, Connecticut, USA",Middleweight Bout,Jacare Souza,185.42,83.91,182.88,2,187.96,83.91,193.04,2,34,29,2,3,1,0,4,0,499,582,63,74,7,15,484
2273,Alistair Overeem,Ben Rothwell,0,1,0.95,0.62,0.95,0.69,0.0,0.0,0,0,0,0,0,0,0.83,0.6,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,KO/TKO,3 Rnd (5-5-5),Keith Peterson,2014-09-05,"Ledyard, Connecticut, USA",Heavyweight Bout,Ben Rothwell,193.04,120.2,203.2,2,193.04,120.2,198.12,2,34,32,3,2,3,2,1,1,51,157,95,74,4,13,110
2274,Matt Mitrione,Derrick Lewis,0,0,0.63,1.0,0.69,1.0,0.0,0.0,0,0,0,0,0,0,0.64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,KO/TKO,3 Rnd (5-5-5),Mario Yamasaki,2014-09-05,"Ledyard, Connecticut, USA",Heavyweight Bout,Matt Mitrione,190.5,120.2,200.66,3,190.5,117.93,200.66,2,36,29,2,7,0,3,1,0,849,440,121,74,4,13,813
2276,John Moraga,Justin Scoggins,0,0,0.33,0.72,0.59,0.83,0.0,1.0,3,0,0,6,0,0,0.33,0.55,0.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0,Submission,3 Rnd (5-5-5),Mario Yamasaki,2014-09-05,"Ledyard, Connecticut, USA",Flyweight Bout,John Moraga,167.64,56.7,167.64,2,170.18,56.7,167.64,4,30,22,2,3,1,2,4,0,607,923,121,74,3,13,583
2277,Al Iaquinta,Rodrigo Damm,1,0,0.42,0.32,0.42,0.32,0.0,0.0,0,0,0,0,0,0,0.37,0.3,0.54,0.83,1.0,0.33,0.67,0.0,1.0,0.0,KO/TKO,3 Rnd (5-5-5),Herb Dean,2014-09-05,"Ledyard, Connecticut, USA",Lightweight Bout,Al Iaquinta,177.8,70.31,177.8,2,170.18,70.31,180.34,2,27,34,3,3,2,2,1,0,15,1407,63,74,6,13,16
2278,Rafael Natal,Chris Camozzi,0,0,0.49,0.59,0.55,0.64,0.16,0.0,0,0,0,0,0,0,0.17,0.48,0.73,1.0,0.93,0.9,0.75,0.83,0.0,0.0,Decision - Split,3 Rnd (5-5-5),Keith Peterson,2014-09-05,"Ledyard, Connecticut, USA",Middleweight Bout,Rafael Natal,182.88,83.91,193.04,2,187.96,83.91,193.04,2,31,27,6,5,5,5,5,0,1011,274,95,74,7,13,973
2279,Chris Beal,Tateki Matsuda,0,0,0.36,0.36,0.46,0.49,0.75,0.0,1,0,5,1,1,1,0.34,0.26,0.8,0.5,1.0,0.62,0.64,0.33,0.66,1.0,Decision - Unanimous,3 Rnd (5-5-5),Mario Yamasaki,2014-09-05,"Ledyard, Connecticut, USA",Bantamweight Bout,Chris Beal,170.18,56.7,175.26,2,170.18,56.7,165.1,2,29,28,0,1,0,0,3,0,198,1586,121,74,0,13,185
2280,Sean Soriano,Chas Skelly,0,0,0.5,0.36,0.56,0.69,0.0,0.57,0,7,0,8,3,2,0.5,0.36,0.29,0.0,1.0,1.0,0.71,0.67,0.41,0.86,Decision - Unanimous,3 Rnd (5-5-5),Herb Dean,2014-09-05,"Ledyard, Connecticut, USA",Featherweight Bout,Chas Skelly,175.26,65.77,177.8,2,180.34,65.77,182.88,2,24,29,1,0,1,1,3,1,1131,265,63,74,2,13,180
2281,TJ Dillashaw,Joe Soto,1,0,0.33,0.31,0.34,0.32,0.66,0.0,0,0,1,0,0,0,0.28,0.29,0.67,0.75,0.76,0.6,0.6,0.0,0.25,0.0,KO/TKO,5 Rnd (5-5-5-5-5),John McCarthy,2014-08-30,"Sacramento, California, USA",UFC Bantamweight Title Bout,TJ Dillashaw,167.64,56.7,170.18,2,167.64,61.23,165.1,2,28,27,0,6,0,2,1,0,1179,807,85,121,29,15,1135
2282,Tony Ferguson,Danny Castillo,0,0,0.28,0.21,0.55,0.26,0.0,0.25,1,1,0,3,1,1,0.16,0.23,1.0,0.0,0.67,0.0,0.0,0.0,1.0,0.2,Decision - Split,3 Rnd (5-5-5),Herb Dean,2014-08-30,"Sacramento, California, USA",Lightweight Bout,Tony Ferguson,180.34,70.31,193.04,2,175.26,70.31,180.34,2,30,35,7,5,3,1,5,0,1232,387,63,121,6,13,1185
2283,Bethe Correia,Shayna Baszler,0,0,0.66,0.26,0.73,0.46,0.0,0.25,0,1,0,0,0,0,0.63,0.27,0.74,0.0,1.0,0.0,0.69,0.4,1.0,0.0,KO/TKO,3 Rnd (5-5-5),John McCarthy,2014-08-30,"Sacramento, California, USA",Women's Bantamweight Bout,Bethe Correia,165.1,61.23,162.56,2,170.18,61.23,170.18,2,31,34,0,2,0,0,1,0,123,1528,85,121,107,13,117
2284,Ramsey Nijem,Diego Ferreira,0,1,0.31,0.35,0.4,0.42,0.5,0.0,0,2,1,0,0,1,0.25,0.3,0.75,0.55,1.0,0.67,0.0,0.0,0.27,1.0,KO/TKO,3 Rnd (5-5-5),Herb Dean,2014-08-30,"Sacramento, California, USA",Lightweight Bout,Diego Ferreira,180.34,70.31,190.5,2,175.26,70.31,187.96,2,26,29,1,5,0,3,1,1,1016,446,63,121,6,13,310
2285,Yancy Medeiros,Damon Jackson,0,0,0.52,0.4,0.58,0.43,0.0,0.0,2,0,0,0,0,0,0.42,0.32,0.73,0.45,1.0,1.0,0.8,0.56,0.0,0.0,Submission,3 Rnd (5-5-5),Jason Herzog,2014-08-30,"Sacramento, California, USA",Lightweight Bout,Yancy Medeiros,177.8,70.31,190.5,2,180.34,65.77,180.34,3,26,26,0,0,0,3,4,0,1291,359,69,121,6,13,1240
2286,Lorenz Larkin,Derek Brunson,0,0,0.5,0.4,0.6,0.78,0.0,0.33,0,1,0,7,0,0,0.29,0.37,0.87,1.0,0.0,0.0,0.83,1.0,0.0,1.0,Decision - Unanimous,3 Rnd (5-5-5),Herb Dean,2014-08-30,"Sacramento, California, USA",Middleweight Bout,Derek Brunson,180.34,77.11,182.88,2,185.42,83.91,195.58,4,27,30,2,1,1,3,3,1,765,437,63,121,7,13,302
2287,Ruan Potts,Anthony Hamilton,0,0,0.34,0.93,0.53,0.94,0.0,0.83,0,0,0,3,0,0,0.3,0.4,0.5,1.0,0.5,0.83,1.0,1.0,0.0,0.96,KO/TKO,3 Rnd (5-5-5),Steven Davis,2014-08-30,"Sacramento, California, USA",Heavyweight Bout,Anthony Hamilton,187.96,112.04,190.5,2,195.58,117.93,193.04,2,36,34,0,0,1,1,1,1,1091,109,168,121,4,13,75
2288,Chris Wade,Cain Carrizosa,0,0,0.0,0.0,0.83,0.0,1.0,0.0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Submission,3 Rnd (5-5-5),Jason Herzog,2014-08-30,"Sacramento, California, USA",Lightweight Bout,Chris Wade,177.8,70.31,177.8,2,172.72,70.31,187.96,2,26,28,0,0,0,0,4,0,212,227,69,121,6,13,199
2289,Benson Henderson,Rafael Dos Anjos,0,1,0.37,0.6,0.37,0.6,0.0,0.0,0,0,0,0,0,0,0.17,0.5,0.67,0.8,1.0,1.0,0.0,1.0,0.0,0.33,KO/TKO,5 Rnd (5-5-5-5-5),John McCarthy,2014-08-23,"Tulsa, Oklahoma, USA",Lightweight Bout,Rafael Dos Anjos,175.26,77.11,177.8,4,172.72,77.11,177.8,4,30,29,10,9,5,1,1,1,121,1331,85,146,6,15,971
2290,Mike Pyle,Jordan Mein,0,1,0.25,0.66,0.25,0.67,0.0,0.0,0,0,0,0,0,0,0.0,0.64,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.71,KO/TKO,3 Rnd (5-5-5),Dan Miragliotta,2014-08-23,"Tulsa, Oklahoma, USA",Welterweight Bout,Jordan Mein,182.88,77.11,187.96,2,182.88,77.11,185.42,2,38,24,2,9,1,4,1,1,895,861,31,146,106,13,606
2291,Francis Carmont,Thales Leites,0,1,0.35,0.41,0.35,0.43,0.0,0.0,0,0,0,0,0,0,0.23,0.33,0.5,0.5,0.88,1.0,1.0,0.56,0.0,0.33,KO/TKO,3 Rnd (5-5-5),John McCarthy,2014-08-23,"Tulsa, Oklahoma, USA",Middleweight Bout,Thales Leites,190.5,92.99,198.12,2,185.42,83.91,198.12,2,32,32,8,6,3,2,1,1,405,1600,85,146,7,13,1155
2292,Max Holloway,Clay Collard,0,0,0.6,0.33,0.63,0.34,0.0,0.1,0,0,4,0,0,1,0.56,0.25,0.9,0.52,0.6,0.7,0.82,0.67,0.91,0.57,KO/TKO,3 Rnd (5-5-5),Dan Miragliotta,2014-08-23,"Tulsa, Oklahoma, USA",Catch Weight Bout,Max Holloway,180.34,70.31,175.26,2,180.34,65.77,185.42,2,22,21,0,5,0,3,1,0,862,310,31,146,1,13,825
2293,James Vick,Valmir Lazaro,1,0,0.34,0.39,0.37,0.41,0.0,0.4,0,0,0,1,1,0,0.27,0.34,0.79,0.58,0.85,0.8,0.82,0.55,0.0,0.0,Decision - Unanimous,3 Rnd (5-5-5),Kevin Nix,2014-08-23,"Tulsa, Oklahoma, USA",Lightweight Bout,James Vick,190.5,70.31,193.04,2,182.88,70.31,185.42,2,27,29,0,1,0,0,3,0,520,1673,100,146,6,13,504
2294,Chas Skelly,Tom Niinimaki,0,0,0.18,0.25,0.25,0.5,1.0,0.0,1,1,4,0,0,0,0.18,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,Submission,3 Rnd (5-5-5),Dan Miragliotta,2014-08-23,"Tulsa, Oklahoma, USA",Featherweight Bout,Chas Skelly,180.34,65.77,182.88,2,175.26,65.77,175.26,2,29,32,1,0,1,1,4,0,193,1636,31,146,2,13,180
2295,Neil Magny,Alex Garcia,0,0,0.49,0.12,0.74,0.4,0.5,0.42,0,0,2,2,0,1,0.32,0.11,0.86,0.25,0.94,0.0,0.94,0.0,0.6,0.25,Decision - Unanimous,3 Rnd (5-5-5),John McCarthy,2014-08-23,"Tulsa, Oklahoma, USA",Welterweight Bout,Neil Magny,190.5,77.11,203.2,2,175.26,77.11,182.88,2,27,27,2,4,0,2,3,0,932,42,85,146,106,13,898
2296,Beneil Dariush,Anthony Rocco Martin,0,0,0.42,0.47,0.46,0.5,0.66,0.25,1,0,2,1,0,0,0.19,0.41,0.71,0.5,0.6,0.89,0.79,0.64,0.0,0.0,Submission,3 Rnd (5-5-5),Dan Miragliotta,2014-08-23,"Tulsa, Oklahoma, USA",Lightweight Bout,Beneil Dariush,177.8,70.31,182.88,4,182.88,77.11,185.42,2,25,24,0,1,1,1,4,0,117,117,31,146,6,13,112
2297,Aaron Phillips,Matt Hobar,0,0,0.7,0.63,0.82,0.7,0.0,0.66,0,0,0,6,0,0,0.59,0.6,1.0,0.73,1.0,1.0,0.94,0.75,0.64,0.63,Decision - Unanimous,3 Rnd (5-5-5),Kevin Nix,2014-08-23,"Tulsa, Oklahoma, USA",Bantamweight Bout,Matt Hobar,175.26,61.23,177.8,4,177.8,61.23,177.8,4,25,27,0,0,1,1,3,1,0,1133,100,146,0,13,810
2298,Ben Saunders,Chris Heatherly,0,0,0.66,0.8,0.55,0.78,0.0,1.0,2,0,0,1,0,0,0.33,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,Submission,3 Rnd (5-5-5),John McCarthy,2014-08-23,"Tulsa, Oklahoma, USA",Welterweight Bout,Ben Saunders,187.96,77.11,195.58,2,175.26,70.31,172.72,2,31,26,0,4,0,3,4,0,115,284,85,146,106,13,111
2299,Wilson Reis,Joby Sanchez,0,1,0.32,0.23,0.51,0.35,0.64,0.0,1,0,9,1,0,1,0.24,0.21,0.4,0.36,1.0,0.0,0.5,0.0,1.0,0.56,Decision - Unanimous,3 Rnd (5-5-5),Kevin Nix,2014-08-23,"Tulsa, Oklahoma, USA",Flyweight Bout,Wilson Reis,162.56,56.7,165.1,4,167.64,61.23,172.72,2,29,23,0,1,0,1,3,0,1285,790,100,146,3,13,1234
2300,Michael Bisping,Cung Le,1,0,0.34,0.34,0.34,0.35,0.0,0.0,0,0,0,0,0,0,0.29,0.13,0.67,0.58,0.8,1.0,1.0,0.0,0.67,0.0,KO/TKO,5 Rnd (5-5-5-5-5),John Sharp,2014-08-23,"Macau, China",Middleweight Bout,Michael Bisping,185.42,83.91,190.5,2,175.26,83.91,175.26,4,35,42,2,14,1,6,1,0,869,341,86,80,7,15,832
2301,Tyron Woodley,Dong Hyun Kim,1,0,0.86,0.5,0.87,0.9,0.0,0.0,0,0,0,0,0,0,0.8,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.86,0.0,KO/TKO,3 Rnd (5-5-5),Leon Roberts,2014-08-23,"Macau, China",Welterweight Bout,Tyron Woodley,175.26,77.11,187.96,2,187.96,77.11,193.04,4,32,32,10,3,3,2,1,0,1245,464,109,80,106,13,1197
2302,Zhang Lipeng,Brendan O'Reilly,0,0,0.47,0.3,0.73,0.61,0.5,0.0,1,0,3,1,0,1,0.28,0.2,0.67,0.5,1.0,0.57,0.86,0.75,0.67,0.0,Decision - Unanimous,3 Rnd (5-5-5),John Sharp,2014-08-23,"Macau, China",Lightweight Bout,Zhang Lipeng,180.34,70.31,180.34,4,170.18,77.11,175.26,2,24,27,0,1,0,0,3,0,1311,197,86,80,6,13,1256
2303,Ning Guangyou,Jianping Yang,0,0,0.34,0.26,0.4,0.29,0.66,0.25,1,0,3,1,0,0,0.2,0.09,0.57,0.0,0.77,0.63,0.75,0.0,0.0,0.0,Decision - Unanimous,3 Rnd + OT (5-5-5-5),Steve Perceval,2014-08-23,"Macau, China",Ultimate Fighter China Featherweight Tournament Title Bout,Ning Guangyou,162.56,65.77,162.56,4,170.18,65.77,165.1,2,32,25,0,0,0,0,3,0,949,773,166,80,95,14,916
2304,Sai Wang,Danny Mitchell,0,0,0.51,0.48,0.62,0.56,0.0,0.0,0,1,0,0,0,0,0.41,0.34,0.85,0.88,0.82,0.68,0.82,0.83,0.85,0.0,Decision - Unanimous,3 Rnd (5-5-5),Leon Roberts,2014-08-23,"Macau, China",Welterweight Bout,Sai Wang,182.88,77.11,182.88,4,187.96,77.11,187.96,2,28,28,0,0,1,1,3,0,1107,390,109,80,106,13,1063
2305,Alberto Mina,Shinsho Anzai,1,0,0.58,0.67,0.61,0.68,0.0,1.0,0,0,1,1,1,0,0.57,0.66,0.8,1.0,0.0,0.0,0.6,0.83,1.0,0.0,KO/TKO,3 Rnd (5-5-5),Thomas Fan,2014-08-23,"Macau, China",Welterweight Bout,Alberto Mina,182.88,77.11,195.58,2,170.18,77.11,177.8,2,32,28,0,0,0,0,1,0,22,1533,171,80,106,13,22
2306,Roland Delorme,Ulka Sasaki,0,0,0.25,0.62,0.25,0.62,0.0,0.0,0,1,0,1,0,0,0.33,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Submission,3 Rnd (5-5-5),John Sharp,2014-08-23,"Macau, China",Bantamweight Bout,Ulka Sasaki,175.26,61.23,180.34,2,177.8,56.7,180.34,4,30,24,0,3,0,3,4,1,1068,1665,86,80,0,13,1201
2307,An Ying Wang,Colby Covington,0,0,0.0,0.64,0.29,0.75,0.0,1.0,0,0,0,8,0,0,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,KO/TKO,3 Rnd (5-5-5),Leon Roberts,2014-08-23,"Macau, China",Welterweight Bout,Colby Covington,182.88,77.11,187.45,2,180.34,77.11,182.88,2,23,26,0,1,0,0,1,1,61,322,109,80,106,13,222
